,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
43,2015-03-01,1.07,230913.14,28899.98,134019.55,614.07,67379.54,65870.9,1508.64,0.0,conventional,2015,HarrisburgScranton
44,2015-02-22,1.2,191040.19,32241.22,83702.91,506.96,74589.1,73386.08,1203.02,0.0,conventional,2015,HarrisburgScranton
45,2015-02-15,1.22,187671.77,28592.73,85311.1,503.53,73264.41,72146.24,1118.17,0.0,conventional,2015,HarrisburgScranton
46,2015-02-08,1.02,239756.62,35933.38,126557.74,722.59,76542.91,75408.57,1134.34,0.0,conventional,2015,HarrisburgScranton
47,2015-02-01,1.06,283137.88,42732.12,168621.69,851.33,70932.74,69529.64,1403.1,0.0,conventional,2015,HarrisburgScranton
48,2015-01-25,1.17,206074.14,33193.27,89075.29,426.35,83379.23,79720.85,3658.38,0.0,conventional,2015,HarrisburgScranton
49,2015-01-18,1.24,182604.68,30928.18,85410.46,535.87,65730.17,64180.88,1549.29,0.0,conventional,2015,HarrisburgScranton
50,2015-01-11,1.26,178735.25,34535.57,78778.96,582.3,64838.42,63840.09,998.33,0.0,conventional,2015,HarrisburgScranton
51,2015-01-04,1.05,203939.14,32679.84,121020.54,1286.19,48952.57,47583.64,1368.93,0.0,conventional,2015,HarrisburgScranton
0,2015-12-27,1.27,243556.57,4427.27,194438.24,169.66,44521.4,43577.26,944.14,0.0,conventional,2015,HartfordSpringfield
1,2015-12-20,1.18,264155.74,4806.75,212205.34,184.96,46958.69,45981.69,977.0,0.0,conventional,2015,HartfordSpringfield
2,2015-12-13,1.24,238558.16,4439.86,186550.43,332.83,47235.04,46493.47,741.57,0.0,conventional,2015,HartfordSpringfield
3,2015-12-06,1.19,239945.42,4269.91,199395.25,192.36,36087.9,35448.13,639.77,0.0,conventional,2015,HartfordSpringfield
4,2015-11-29,1.32,213631.54,3572.7,172790.41,169.1,37099.33,36423.45,675.88,0.0,conventional,2015,HartfordSpringfield
5,2015-11-22,1.27,212091.14,3720.08,176358.45,319.25,31693.36,30800.02,893.34,0.0,conventional,2015,HartfordSpringfield
6,2015-11-15,1.12,275217.97,4680.06,228183.77,197.29,42156.85,40290.46,1866.39,0.0,conventional,2015,HartfordSpringfield
7,2015-11-08,1.16,309186.06,5048.2,260745.71,171.88,43220.27,37770.33,5449.94,0.0,conventional,2015,HartfordSpringfield
8,2015-11-01,1.16,326067.03,4471.3,271817.93,288.44,49489.36,44831.2,4658.16,0.0,conventional,2015,HartfordSpringfield
9,2015-10-25,1.2,234361.36,3444.57,183080.97,300.22,47535.6,43920.24,3615.36,0.0,conventional,2015,HartfordSpringfield
10,2015-10-18,0.93,407866.27,4980.03,357183.34,594.12,45108.78,42004.56,3104.22,0.0,conventional,2015,HartfordSpringfield
11,2015-10-11,1.38,264227.78,4555.33,206738.06,491.68,52442.71,49064.3,3378.41,0.0,conventional,2015,HartfordSpringfield
12,2015-10-04,1.3,262638.61,5369.78,205512.49,287.31,51469.03,46352.66,5116.37,0.0,conventional,2015,HartfordSpringfield
13,2015-09-27,1.29,247141.63,3978.86,196807.93,248.86,46105.98,42271.23,3834.75,0.0,conventional,2015,HartfordSpringfield
14,2015-09-20,1.25,241532.74,3716.84,179938.31,270.67,57606.92,52877.17,4729.75,0.0,conventional,2015,HartfordSpringfield
15,2015-09-13,1.11,341176.21,4326.64,283221.2,206.25,53422.12,47929.52,5492.6,0.0,conventional,2015,HartfordSpringfield
16,2015-09-06,1.27,281256.19,3976.35,221997.7,497.89,54784.25,52839.06,1945.19,0.0,conventional,2015,HartfordSpringfield
17,2015-08-30,1.26,292827.27,3882.25,241162.58,593.94,47188.5,46616.28,572.22,0.0,conventional,2015,HartfordSpringfield
18,2015-08-23,1.14,298493.22,4337.08,248478.66,422.19,45255.29,44345.82,909.47,0.0,conventional,2015,HartfordSpringfield
19,2015-08-16,1.12,351074.46,4402.25,292976.9,886.72,52808.59,51496.76,1311.83,0.0,conventional,2015,HartfordSpringfield
20,2015-08-09,1.12,354490.75,4619.78,292318.39,706.64,56845.94,55625.9,1220.04,0.0,conventional,2015,HartfordSpringfield
21,2015-08-02,1.16,323449.77,4543.97,268797.64,1283.94,48824.22,47631.34,1192.88,0.0,conventional,2015,HartfordSpringfield
22,2015-07-26,1.3,266049.58,3579.93,205203.65,2171.08,55094.92,52815.8,2279.12,0.0,conventional,2015,HartfordSpringfield
23,2015-07-19,1.32,258239.1,3759.04,189919.51,5496.69,59063.86,56769.39,2294.47,0.0,conventional,2015,HartfordSpringfield
24,2015-07-12,1.06,389782.2,4947.35,299937.47,11286.35,73611.03,71429.27,2181.76,0.0,conventional,2015,HartfordSpringfield
25,2015-07-05,1.25,339064.22,4847.8,250696.56,11793.14,71726.72,67565.11,4161.61,0.0,conventional,2015,HartfordSpringfield
26,2015-06-28,1.27,304624.07,4253.95,226699.55,9682.22,63988.35,60622.57,3365.78,0.0,conventional,2015,HartfordSpringfield
27,2015-06-21,1.25,341628.84,4030.52,258200.71,10100.06,69297.55,67505.16,1792.39,0.0,conventional,2015,HartfordSpringfield
28,2015-06-14,1.15,338036.94,4926.58,253423.88,6839.64,72846.84,69607.77,3239.07,0.0,conventional,2015,HartfordSpringfield
29,2015-06-07,1.29,353474.52,4435.64,281285.58,219.26,67534.04,66052.8,1481.24,0.0,conventional,2015,HartfordSpringfield
30,2015-05-31,1.33,319502.82,4974.69,237651.14,142.52,76734.47,74809.0,1925.47,0.0,conventional,2015,HartfordSpringfield
31,2015-05-24,1.34,314930.61,4532.15,229800.24,177.56,80420.66,78505.66,1915.0,0.0,conventional,2015,HartfordSpringfield
32,2015-05-17,1.2,358753.17,4623.9,281567.1,249.3,72312.87,69888.23,2424.64,0.0,conventional,2015,HartfordSpringfield
33,2015-05-10,1.25,370924.13,5262.94,288462.56,390.91,76807.72,73455.49,3352.23,0.0,conventional,2015,HartfordSpringfield
34,2015-05-03,1.25,329589.03,4005.44,255378.5,539.0,69666.09,66957.03,2709.06,0.0,conventional,2015,HartfordSpringfield
35,2015-04-26,1.36,277178.42,4159.5,206008.87,229.9,66780.15,64008.53,2693.84,77.78,conventional,2015,HartfordSpringfield
36,2015-04-19,1.35,271198.73,3625.55,196720.42,175.12,70677.64,66844.17,3833.47,0.0,conventional,2015,HartfordSpringfield
37,2015-04-12,1.25,251083.39,3432.34,182584.86,133.93,64932.26,63103.19,1829.07,0.0,conventional,2015,HartfordSpringfield
38,2015-04-05,1.33,246967.21,4021.27,183801.36,194.45,58950.13,56550.7,2399.43,0.0,conventional,2015,HartfordSpringfield
39,2015-03-29,1.22,241495.12,3980.5,184277.87,217.08,53019.67,50509.85,2509.82,0.0,conventional,2015,HartfordSpringfield
40,2015-03-22,1.11,292821.36,5900.6,230143.88,139.93,56636.95,53990.12,2646.83,0.0,conventional,2015,HartfordSpringfield
41,2015-03-15,1.4,225761.68,6740.23,150490.66,160.54,68370.25,65306.48,3063.77,0.0,conventional,2015,HartfordSpringfield
42,2015-03-08,1.43,210375.08,3253.02,125712.73,145.3,81264.03,77718.63,3545.4,0.0,conventional,2015,HartfordSpringfield
43,2015-03-01,1.12,314917.55,4547.97,250129.65,271.71,59968.22,57600.88,2367.34,0.0,conventional,2015,HartfordSpringfield
44,2015-02-22,1.38,220210.32,3632.57,142741.2,285.7,73550.85,71330.51,2220.34,0.0,conventional,2015,HartfordSpringfield
45,2015-02-15,1.39,223170.31,3681.09,138690.77,216.75,80581.7,79026.53,1555.17,0.0,conventional,2015,HartfordSpringfield
46,2015-02-08,1.09,364571.57,6791.17,289098.22,215.13,68467.05,65594.58,2872.47,0.0,conventional,2015,HartfordSpringfield
47,2015-02-01,1.32,297969.31,4803.72,216923.02,364.83,75877.74,72234.63,3643.11,0.0,conventional,2015,HartfordSpringfield
48,2015-01-25,1.35,241174.11,4305.86,150044.76,231.99,86591.5,79402.42,7189.08,0.0,conventional,2015,HartfordSpringfield
49,2015-01-18,1.39,229216.05,3347.41,160683.8,286.52,64898.32,62671.58,2226.74,0.0,conventional,2015,HartfordSpringfield
50,2015-01-11,1.38,232640.15,4365.27,143001.84,223.15,85049.89,83319.8,1730.09,0.0,conventional,2015,HartfordSpringfield
51,2015-01-04,1.06,332208.14,6387.6,267593.62,165.35,58061.57,55401.31,2660.26,0.0,conventional,2015,HartfordSpringfield
0,2015-12-27,0.78,944506.54,389773.22,288003.62,126150.81,140578.89,73711.94,36493.62,30373.33,conventional,2015,Houston
1,2015-12-20,0.75,922355.67,382444.22,278067.11,127372.19,134472.15,72198.16,31520.66,30753.33,conventional,2015,Houston
2,2015-12-13,0.73,998752.95,412187.8,386865.21,81450.04,118249.9,69011.01,48622.22,616.67,conventional,2015,Houston
3,2015-12-06,0.74,989676.85,368528.91,490805.0,7041.19,123301.75,61020.31,62281.44,0.0,conventional,2015,Houston
4,2015-11-29,0.79,783225.98,391616.95,289533.68,4334.89,97740.46,67880.28,29860.18,0.0,conventional,2015,Houston
5,2015-11-22,0.73,913002.96,402191.51,391110.76,6924.43,112776.26,70785.25,41991.01,0.0,conventional,2015,Houston
6,2015-11-15,0.72,998801.78,530464.33,332541.11,4611.0,131185.34,62414.66,68770.68,0.0,conventional,2015,Houston
7,2015-11-08,0.75,983909.85,427828.16,411365.91,20404.29,124311.49,56573.89,67737.6,0.0,conventional,2015,Houston
8,2015-11-01,0.77,1007805.74,395945.0,365506.02,111263.81,135090.91,56198.27,78892.64,0.0,conventional,2015,Houston
9,2015-10-25,0.88,933623.58,437329.85,313129.29,81274.85,101889.59,57577.21,44260.6,51.78,conventional,2015,Houston
10,2015-10-18,0.9,847813.12,436132.2,242842.91,80895.03,87942.98,59835.83,28107.15,0.0,conventional,2015,Houston
11,2015-10-11,0.79,1036269.51,410949.18,385629.69,126765.96,112924.68,62638.13,50286.55,0.0,conventional,2015,Houston
12,2015-10-04,0.82,1019283.99,411727.49,435388.05,43558.15,128610.3,59751.0,68859.3,0.0,conventional,2015,Houston
13,2015-09-27,0.86,968988.09,383218.43,458982.9,16780.9,110005.86,61098.51,48907.35,0.0,conventional,2015,Houston
14,2015-09-20,0.83,967228.05,417701.88,445473.03,6959.5,97093.64,55198.32,41895.32,0.0,conventional,2015,Houston
15,2015-09-13,0.89,1095790.27,421533.83,540499.39,5559.36,128197.69,55636.91,72560.78,0.0,conventional,2015,Houston
16,2015-09-06,0.89,1090493.39,460377.08,495487.54,6230.7,128398.07,63724.96,64673.11,0.0,conventional,2015,Houston
17,2015-08-30,0.88,926124.93,559048.7,260761.33,4514.17,101800.73,72264.6,29536.13,0.0,conventional,2015,Houston
18,2015-08-23,0.89,933166.17,509472.17,321616.5,4323.68,97753.82,62733.47,35020.35,0.0,conventional,2015,Houston
19,2015-08-16,0.92,968899.09,565965.79,297434.65,3479.25,102019.4,65764.02,36255.38,0.0,conventional,2015,Houston
20,2015-08-09,0.92,935149.69,474778.09,356592.63,5288.3,98490.67,62834.44,35656.23,0.0,conventional,2015,Houston
21,2015-08-02,0.9,948126.9,568694.81,281941.22,3494.6,93996.27,60782.86,33213.41,0.0,conventional,2015,Houston
22,2015-07-26,0.79,1086740.19,522819.52,443177.18,5096.53,115646.96,69845.31,45801.65,0.0,conventional,2015,Houston
23,2015-07-19,0.78,1093424.59,517797.01,424786.53,4233.66,146607.39,73695.03,72912.36,0.0,conventional,2015,Houston
24,2015-07-12,0.79,999607.51,559622.59,307628.06,3226.08,129130.78,71467.17,57474.72,188.89,conventional,2015,Houston
25,2015-07-05,0.79,1173819.67,652959.91,371700.87,3957.2,145201.69,98660.98,46540.71,0.0,conventional,2015,Houston
26,2015-06-28,0.74,1135915.03,613485.76,337700.09,1935.65,182793.53,87444.74,95348.79,0.0,conventional,2015,Houston
27,2015-06-21,0.74,1196121.27,578767.93,449584.59,2227.98,165540.77,84406.17,81134.6,0.0,conventional,2015,Houston
28,2015-06-14,0.62,1533409.28,924661.29,439063.48,4700.1,164984.41,85200.08,79784.33,0.0,conventional,2015,Houston
29,2015-06-07,0.72,1172177.72,675888.37,364707.14,3899.67,127682.54,72504.8,55177.74,0.0,conventional,2015,Houston
30,2015-05-31,0.72,1262932.78,757230.93,383626.57,2927.27,119148.01,53981.67,65166.34,0.0,conventional,2015,Houston
31,2015-05-24,0.83,1089679.39,662438.33,324447.92,5151.72,97641.42,58142.73,39498.69,0.0,conventional,2015,Houston
32,2015-05-17,0.82,1025659.59,676510.74,263395.46,3241.06,82512.33,47881.9,34630.43,0.0,conventional,2015,Houston
33,2015-05-10,0.76,1201673.17,654227.6,424395.94,3776.21,119273.42,49686.88,69586.54,0.0,conventional,2015,Houston
34,2015-05-03,0.74,1296308.05,651055.45,502617.22,4521.86,138113.52,55875.33,82238.19,0.0,conventional,2015,Houston
35,2015-04-26,0.79,1082231.89,689172.94,295785.8,5527.28,91745.87,58557.13,33188.74,0.0,conventional,2015,Houston
36,2015-04-19,0.82,933033.17,566197.65,250464.55,3898.56,112472.41,78217.04,34255.37,0.0,conventional,2015,Houston
37,2015-04-12,0.79,1096074.97,631292.63,353794.42,3936.53,107051.39,97144.19,9907.2,0.0,conventional,2015,Houston
38,2015-04-05,0.83,1249645.2,608887.6,496479.07,4878.2,139400.33,132586.15,6814.18,0.0,conventional,2015,Houston
39,2015-03-29,0.79,1116225.29,502389.02,480447.28,4633.28,128755.71,122988.43,5767.28,0.0,conventional,2015,Houston
40,2015-03-22,0.8,1036663.77,514614.47,393974.61,5199.15,122875.54,71977.68,50897.86,0.0,conventional,2015,Houston
41,2015-03-15,0.77,1043172.77,526390.61,401259.86,5000.2,110522.1,62352.87,48169.23,0.0,conventional,2015,Houston
42,2015-03-08,0.78,1166055.83,507328.95,517669.77,5321.52,135735.59,60498.92,75236.67,0.0,conventional,2015,Houston
43,2015-03-01,0.87,991328.46,481279.09,391780.92,4149.71,114118.74,63264.46,50854.28,0.0,conventional,2015,Houston
44,2015-02-22,0.82,978807.74,520034.92,346617.64,6532.39,105622.79,73227.41,32395.38,0.0,conventional,2015,Houston
45,2015-02-15,0.73,1062387.72,571823.28,364817.51,5598.15,120148.78,83840.62,36308.16,0.0,conventional,2015,Houston
46,2015-02-08,0.7,1180723.02,525259.71,535768.93,5175.33,114519.05,103507.51,11011.54,0.0,conventional,2015,Houston
47,2015-02-01,0.72,1280364.01,540024.17,597855.73,8063.4,134420.71,86145.18,48275.53,0.0,conventional,2015,Houston
48,2015-01-25,0.77,983910.94,549415.32,309974.97,4231.47,120289.18,95546.28,24742.9,0.0,conventional,2015,Houston
49,2015-01-18,0.77,1017854.16,458532.19,429687.47,9353.74,120280.76,107320.39,12960.37,0.0,conventional,2015,Houston
50,2015-01-11,0.78,1062071.65,463272.52,441785.8,4094.47,152918.86,126995.76,25923.1,0.0,conventional,2015,Houston
51,2015-01-04,0.71,1062990.62,506426.58,436347.57,4378.92,115837.55,90299.85,25537.7,0.0,conventional,2015,Houston
0,2015-12-27,1.04,123096.09,4647.28,69384.73,11206.4,37857.68,20644.64,11524.06,5688.98,conventional,2015,Indianapolis
1,2015-12-20,1.1,116353.68,3702.2,67983.94,9327.71,35339.83,18144.63,12133.67,5061.53,conventional,2015,Indianapolis
2,2015-12-13,1.03,125342.89,4904.51,69984.32,11398.44,39055.62,21259.82,15580.08,2215.72,conventional,2015,Indianapolis
3,2015-12-06,0.92,145740.44,4067.0,89452.99,13570.12,38650.33,19365.92,17733.68,1550.73,conventional,2015,Indianapolis
4,2015-11-29,1.08,108444.41,3079.44,65254.08,10854.59,29256.3,17455.74,9975.21,1825.35,conventional,2015,Indianapolis
5,2015-11-22,1.11,115384.56,3979.57,68939.61,9639.94,32825.44,20313.48,11041.51,1470.45,conventional,2015,Indianapolis
6,2015-11-15,1.08,124218.61,3478.99,71346.37,12795.08,36598.17,22294.87,11753.19,2550.11,conventional,2015,Indianapolis
7,2015-11-08,0.96,147799.55,4337.57,84844.19,20220.42,38397.37,19246.38,15189.72,3961.27,conventional,2015,Indianapolis
8,2015-11-01,1.01,147459.62,5224.61,84968.04,16933.14,40333.83,20800.04,16206.13,3327.66,conventional,2015,Indianapolis
9,2015-10-25,1.02,151558.74,4333.17,89943.26,16586.3,40696.01,18548.38,19394.8,2752.83,conventional,2015,Indianapolis
10,2015-10-18,0.97,159463.52,4397.88,102117.87,12142.13,40805.64,24129.91,15546.0,1129.73,conventional,2015,Indianapolis
11,2015-10-11,1.1,128848.68,4270.64,75604.83,13860.26,35112.95,21300.25,11566.09,2246.61,conventional,2015,Indianapolis
12,2015-10-04,0.98,139679.01,3645.9,87385.31,13528.83,35118.97,18727.08,14546.97,1844.92,conventional,2015,Indianapolis
13,2015-09-27,1.04,139490.52,2961.25,85578.17,16176.43,34774.67,19742.24,12078.24,2954.19,conventional,2015,Indianapolis
14,2015-09-20,0.91,185962.59,3942.44,116683.58,24166.47,41170.1,18045.98,18135.33,4988.79,conventional,2015,Indianapolis
15,2015-09-13,0.87,201620.58,3668.07,130327.72,17967.91,49656.88,22010.51,24284.79,3361.58,conventional,2015,Indianapolis
16,2015-09-06,1.11,156608.28,3361.77,92568.64,16662.01,44015.86,25163.49,15845.63,3006.74,conventional,2015,Indianapolis
17,2015-08-30,1.17,147066.48,3709.1,86767.95,15531.08,41058.35,23305.32,15000.54,2752.49,conventional,2015,Indianapolis
18,2015-08-23,1.22,131935.23,4293.59,77251.43,10288.24,40101.97,23701.08,14786.36,1614.53,conventional,2015,Indianapolis
19,2015-08-16,1.14,160059.77,5270.74,90141.76,20017.79,44629.48,23010.0,17605.07,4014.41,conventional,2015,Indianapolis
20,2015-08-09,1.2,148384.89,3553.34,91631.6,12389.35,40810.6,24883.56,14289.69,1637.35,conventional,2015,Indianapolis
21,2015-08-02,1.21,151883.21,3914.24,94006.28,13847.9,40114.79,22812.1,14978.27,2324.42,conventional,2015,Indianapolis
22,2015-07-26,1.22,144476.44,3840.1,84797.31,7897.34,47941.69,27526.1,19119.03,1296.56,conventional,2015,Indianapolis
23,2015-07-19,1.07,168164.47,4866.47,101983.73,15100.98,46213.29,25201.47,18741.75,2270.07,conventional,2015,Indianapolis
24,2015-07-12,1.05,161431.59,4181.35,101947.17,7053.06,48250.01,27061.56,20240.11,948.34,conventional,2015,Indianapolis
25,2015-07-05,1.05,190716.43,4890.33,119457.27,13495.86,52872.97,30631.37,21037.53,1204.07,conventional,2015,Indianapolis
26,2015-06-28,0.95,198267.13,5514.89,121148.6,9267.12,62336.52,34863.23,26114.84,1358.45,conventional,2015,Indianapolis
27,2015-06-21,1.03,205199.16,7214.14,124628.24,14564.3,58792.48,33861.06,23155.13,1776.29,conventional,2015,Indianapolis
28,2015-06-14,1.15,173545.33,10382.27,97079.96,13744.21,52338.89,33478.56,17581.12,1279.21,conventional,2015,Indianapolis
29,2015-06-07,1.28,155730.59,16121.1,80781.48,10648.98,48179.03,30541.64,15866.46,1770.93,conventional,2015,Indianapolis
30,2015-05-31,1.37,142817.83,13199.86,80053.62,6630.76,42933.59,26714.31,15126.47,1092.81,conventional,2015,Indianapolis
31,2015-05-24,1.29,168797.97,19662.17,92856.9,14814.07,41464.83,26023.27,12630.31,2811.25,conventional,2015,Indianapolis
32,2015-05-17,1.26,164076.81,18666.08,89510.92,16162.78,39737.03,21260.58,16314.28,2162.17,conventional,2015,Indianapolis
33,2015-05-10,1.06,195532.38,16899.58,127193.06,5271.2,46168.54,23578.29,22228.41,361.84,conventional,2015,Indianapolis
34,2015-05-03,1.13,178889.83,18025.82,113204.3,7488.56,40171.15,21559.51,17453.1,1158.54,conventional,2015,Indianapolis
35,2015-04-26,1.24,158499.41,12319.28,88398.02,16641.02,41141.09,23192.65,14397.12,3551.32,conventional,2015,Indianapolis
36,2015-04-19,1.08,179103.3,12091.85,106308.89,10136.69,50565.87,35778.37,13533.9,1253.6,conventional,2015,Indianapolis
37,2015-04-12,1.15,146422.18,13496.9,86722.03,2457.5,43745.75,33143.47,10414.35,187.93,conventional,2015,Indianapolis
38,2015-04-05,1.17,151260.15,12623.45,95213.63,2843.96,40579.11,33761.92,6720.88,96.31,conventional,2015,Indianapolis
39,2015-03-29,1.09,161288.59,5382.76,97691.27,8095.81,50118.75,37465.78,11727.21,925.76,conventional,2015,Indianapolis
40,2015-03-22,1.11,160557.81,3961.0,102319.13,15542.64,38735.04,19721.51,16305.28,2708.25,conventional,2015,Indianapolis
41,2015-03-15,1.21,140487.57,4942.49,88080.11,5551.28,41913.69,24140.96,16954.05,818.68,conventional,2015,Indianapolis
42,2015-03-08,1.07,160438.38,6082.65,97697.59,10846.32,45811.82,27937.4,15551.62,2322.8,conventional,2015,Indianapolis
43,2015-03-01,1.13,169556.49,4876.24,110740.95,14372.16,39567.14,22401.71,14728.68,2436.75,conventional,2015,Indianapolis
44,2015-02-22,1.34,127501.04,4269.36,80442.92,5161.84,37626.92,22828.92,13884.93,913.07,conventional,2015,Indianapolis
45,2015-02-15,1.3,121767.82,5833.67,75495.03,4664.15,35774.97,22442.7,12428.29,903.98,conventional,2015,Indianapolis
46,2015-02-08,0.98,158792.02,7650.86,109166.71,8455.43,33519.02,18968.55,12562.27,1988.2,conventional,2015,Indianapolis
47,2015-02-01,0.92,245352.56,7245.61,181784.28,14761.53,41561.14,20669.59,18130.75,2760.8,conventional,2015,Indianapolis
48,2015-01-25,1.06,149473.79,3642.56,108152.4,724.5,36954.33,21963.56,14952.61,38.16,conventional,2015,Indianapolis
49,2015-01-18,1.14,149319.82,2910.77,103890.9,2048.78,40469.37,22405.47,17913.92,149.98,conventional,2015,Indianapolis
50,2015-01-11,1.25,138617.04,3024.88,100509.97,1771.71,33310.48,18466.87,14765.56,78.05,conventional,2015,Indianapolis
51,2015-01-04,1.02,160130.15,4007.41,118435.79,1201.5,36485.45,20325.41,16160.04,0.0,conventional,2015,Indianapolis
0,2015-12-27,0.99,132982.84,91470.46,7688.79,514.7,33308.89,15300.85,18008.04,0.0,conventional,2015,Jacksonville
1,2015-12-20,1.19,95935.66,63053.15,6544.15,241.09,26097.27,16151.43,9940.6,5.24,conventional,2015,Jacksonville
2,2015-12-13,0.96,140036.16,100533.31,8913.72,199.12,30390.01,11312.69,19064.31,13.01,conventional,2015,Jacksonville
3,2015-12-06,1.19,93337.13,65041.02,7716.82,703.2,19876.09,8770.31,11105.78,0.0,conventional,2015,Jacksonville
4,2015-11-29,0.96,121236.54,85341.93,7840.61,266.31,27787.69,7638.25,20149.44,0.0,conventional,2015,Jacksonville
5,2015-11-22,0.98,115300.79,77130.61,8054.18,301.94,29814.06,10738.71,19075.35,0.0,conventional,2015,Jacksonville
6,2015-11-15,1.25,90999.05,57764.9,7319.36,998.99,24915.8,12498.87,12406.71,10.22,conventional,2015,Jacksonville
7,2015-11-08,1.25,94495.69,62219.27,7707.94,411.4,24157.08,12761.19,11395.89,0.0,conventional,2015,Jacksonville
8,2015-11-01,0.97,162559.72,110439.42,11892.01,995.43,39232.86,14379.48,24853.38,0.0,conventional,2015,Jacksonville
9,2015-10-25,1.22,98097.37,61125.82,8956.16,796.53,27218.86,19339.98,7878.88,0.0,conventional,2015,Jacksonville
10,2015-10-18,1.25,92599.79,57713.02,9666.15,834.92,24385.7,14116.28,10269.42,0.0,conventional,2015,Jacksonville
11,2015-10-11,0.99,141875.2,93556.4,12101.67,1201.18,35015.95,14261.06,20754.89,0.0,conventional,2015,Jacksonville
12,2015-10-04,0.99,153146.21,102479.0,13922.67,537.65,36206.89,14925.09,21281.8,0.0,conventional,2015,Jacksonville
13,2015-09-27,1.27,92325.73,52301.92,14641.98,1047.02,24334.81,14588.26,9746.55,0.0,conventional,2015,Jacksonville
14,2015-09-20,0.99,157688.29,97864.33,21665.96,447.77,37710.23,17060.74,20649.49,0.0,conventional,2015,Jacksonville
15,2015-09-13,1.24,102870.89,55192.87,19471.72,461.14,27745.16,18430.6,9314.56,0.0,conventional,2015,Jacksonville
16,2015-09-06,0.98,179837.71,109912.85,23440.35,1561.01,44923.5,20609.55,24313.95,0.0,conventional,2015,Jacksonville
17,2015-08-30,1.26,116109.0,64015.75,19572.08,657.28,31863.89,20460.51,11403.38,0.0,conventional,2015,Jacksonville
18,2015-08-23,1.25,111825.39,60641.9,19269.77,731.09,31182.63,20588.04,10594.59,0.0,conventional,2015,Jacksonville
19,2015-08-16,1.25,107523.14,60507.19,16156.31,697.22,30162.42,19619.87,10514.58,27.97,conventional,2015,Jacksonville
20,2015-08-09,0.99,188720.77,121358.64,22750.53,668.99,43942.61,21556.41,22386.2,0.0,conventional,2015,Jacksonville
21,2015-08-02,1.24,112332.05,63302.99,19717.01,759.06,28552.99,19135.05,9417.94,0.0,conventional,2015,Jacksonville
22,2015-07-26,1.25,112997.27,69032.32,19637.03,619.03,23708.89,18522.5,5186.39,0.0,conventional,2015,Jacksonville
23,2015-07-19,1.0,173741.3,111744.79,24068.98,647.13,37280.4,17718.5,19561.9,0.0,conventional,2015,Jacksonville
24,2015-07-12,1.22,110964.6,62590.29,18465.56,584.22,29324.53,19289.35,10035.18,0.0,conventional,2015,Jacksonville
25,2015-07-05,0.95,211960.25,132207.91,27446.0,1193.27,51113.07,31922.01,19191.06,0.0,conventional,2015,Jacksonville
26,2015-06-28,1.16,135739.94,78066.95,19522.69,866.73,37283.57,29903.31,7380.26,0.0,conventional,2015,Jacksonville
27,2015-06-21,0.95,192111.32,118742.11,23814.65,1147.34,48407.22,26218.22,22189.0,0.0,conventional,2015,Jacksonville
28,2015-06-14,1.2,129526.61,72175.96,13979.81,2356.55,41014.29,30968.84,10045.45,0.0,conventional,2015,Jacksonville
29,2015-06-07,0.98,190396.8,132109.76,13656.8,710.02,43920.22,24338.56,19581.66,0.0,conventional,2015,Jacksonville
30,2015-05-31,1.24,128105.43,86553.01,7980.5,615.86,32956.06,22617.48,10338.58,0.0,conventional,2015,Jacksonville
31,2015-05-24,1.0,195410.86,139484.96,13258.26,1049.26,41618.38,20782.4,20835.98,0.0,conventional,2015,Jacksonville
32,2015-05-17,1.22,120930.26,81751.17,8351.79,524.46,30302.84,19947.77,10355.07,0.0,conventional,2015,Jacksonville
33,2015-05-10,1.24,125605.25,85005.28,8543.63,625.5,31430.84,22038.43,9392.41,0.0,conventional,2015,Jacksonville
34,2015-05-03,0.96,254514.32,185046.86,16450.96,1347.25,51669.25,25088.83,26430.42,150.0,conventional,2015,Jacksonville
35,2015-04-26,1.21,127939.11,87231.57,9218.89,595.04,30893.61,21798.68,9094.93,0.0,conventional,2015,Jacksonville
36,2015-04-19,1.17,124795.93,81015.05,8893.31,650.56,34237.01,24494.31,9742.7,0.0,conventional,2015,Jacksonville
37,2015-04-12,0.99,180970.46,132039.44,13392.51,645.1,34893.41,17504.21,17389.2,0.0,conventional,2015,Jacksonville
38,2015-04-05,1.1,146744.37,105691.56,11012.21,848.18,29192.42,16686.17,12506.25,0.0,conventional,2015,Jacksonville
39,2015-03-29,1.2,109050.11,74529.93,8432.63,861.41,25226.14,17583.62,7642.52,0.0,conventional,2015,Jacksonville
40,2015-03-22,0.96,185570.06,136390.88,13642.52,613.36,34923.3,19581.38,15341.92,0.0,conventional,2015,Jacksonville
41,2015-03-15,1.27,110128.66,76237.55,8987.99,999.8,23903.32,17130.38,6772.94,0.0,conventional,2015,Jacksonville
42,2015-03-08,1.24,112487.2,77300.18,8997.99,745.39,25443.64,19549.59,5894.05,0.0,conventional,2015,Jacksonville
43,2015-03-01,1.01,167254.64,121358.37,13685.85,570.69,31639.73,17059.55,14580.18,0.0,conventional,2015,Jacksonville
44,2015-02-22,1.1,121048.7,79840.95,10684.39,1447.09,29076.27,21773.29,7302.98,0.0,conventional,2015,Jacksonville
45,2015-02-15,1.24,105176.25,70695.14,9457.72,595.88,24427.51,15354.4,9073.11,0.0,conventional,2015,Jacksonville
